"control_number","species_code","genus","species","subspecies","specific_name","generic_name","description","quantity","unit","country_origin","country_imp_exp","purpose","source","action","disposition","disposition_date","shipment_date","import_export","port","sYear","lemisName","corrected","links","rank","group_","correctedGenus","orderCorrected","entryID","country_origin_name","country_imp_exp_name"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","182","NO","Ctry_SB","Ctry_NA","T","W","C","C","2021-01-02T00:00:00Z","2021-01-02T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2730187","Solomon Islands","Namibia"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","200","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-04-23T00:00:00Z","2021-04-22T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2730606","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","79","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-04-23T00:00:00Z","2021-04-22T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2730620","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","120","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-04-29T00:00:00Z","2021-04-29T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2736931","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","100","NO","Ctry_SB","Ctry_SB","T","C","C","C","2021-05-06T00:00:00Z","2021-05-06T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2744134","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","118","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-05-07T00:00:00Z","2021-05-06T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2745681","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","12","NO","Ctry_SB","Ctry_JP","T","W","C","C","2021-05-27T00:00:00Z","2021-05-27T00:00:00Z","E","MI",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2766105","Solomon Islands","Japan"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","1","NO","Ctry_SB","Ctry_G2","T","W","C","C","2021-06-03T00:00:00Z","2021-06-03T00:00:00Z","E","MI",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2772626","Solomon Islands",NA
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","82","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-05-28T00:00:00Z","2021-05-27T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2774556","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","29","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-06-10T00:00:00Z","2021-06-10T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2780591","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","30","NO","Ctry_SB","Ctry_SB","T","C","C","C","2021-06-10T00:00:00Z","2021-06-10T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2780594","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","100","NO","Ctry_US","Ctry_SB","T","C","C","C","2021-06-10T00:00:00Z","2021-06-10T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2780713","United States","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","60","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-06-10T00:00:00Z","2021-06-10T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2780721","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","100","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-06-15T00:00:00Z","2021-06-10T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2784895","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","70","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-06-24T00:00:00Z","2021-06-24T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2795322","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","96","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-07-09T00:00:00Z","2021-07-08T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2813860","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","200","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-07-09T00:00:00Z","2021-07-08T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2813872","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","5","NO","Ctry_SB","Ctry_FR","T","W","C","C","2021-07-14T00:00:00Z","2021-07-14T00:00:00Z","E","MI",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2817492","Solomon Islands","France"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","200","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-07-15T00:00:00Z","2021-07-15T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2819311","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","50","NO","Ctry_SB","Ctry_SB","T","C","C","C","2021-07-22T00:00:00Z","2021-07-22T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2826520","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","150","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-07-29T00:00:00Z","2021-07-29T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2832967","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","120","NO","Ctry_SB","Ctry_SB","T","C","C","C","2021-07-29T00:00:00Z","2021-07-29T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2832972","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","31","NO","Ctry_SB","Ctry_JP","T","W","C","C","2021-08-05T00:00:00Z","2021-08-05T00:00:00Z","E","MI",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2839255","Solomon Islands","Japan"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","2","NO","Ctry_SB","Ctry_DE","T","W","C","C","2021-08-11T00:00:00Z","2021-08-11T00:00:00Z","E","MI",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2843869","Solomon Islands","Germany"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","100","NO","Ctry_SB","Ctry_SB","T","C","C","C","2021-08-20T00:00:00Z","2021-08-19T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2853566","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","141","NO","Ctry_SB","Ctry_SB","T","C","C","C","2021-08-20T00:00:00Z","2021-08-19T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2853572","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","149","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-08-26T00:00:00Z","2021-08-26T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2860137","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","127","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-09-10T00:00:00Z","2021-09-09T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2872289","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","200","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-09-23T00:00:00Z","2021-09-23T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2886634","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","150","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-09-30T00:00:00Z","2021-09-30T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2893699","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","160","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-10-14T00:00:00Z","2021-10-14T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2908364","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","145","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-10-14T00:00:00Z","2021-10-14T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2908368","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","51","NO","Ctry_SB","Ctry_SB","T","W","C","C","2021-11-04T00:00:00Z","2021-11-04T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2931805","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","69","NO","Ctry_SB","Ctry_SB","T","C","C","C","2021-11-19T00:00:00Z","2021-11-18T00:00:00Z","I","LA",2021,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID2948490","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","98","NO","Ctry_SB","Ctry_SB","T","W","C","C","2022-04-07T00:00:00Z","2022-04-07T00:00:00Z","I","LA",2022,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID3094868","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","120","NO","Ctry_SB","Ctry_SB","T","C","C","C","2022-04-07T00:00:00Z","2022-04-07T00:00:00Z","I","LA",2022,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID3106693","Solomon Islands","Solomon Islands"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","SPE","1","NO","Ctry_PH","Ctry_IL","S","W","C","C","2022-04-28T00:00:00Z","2022-04-29T00:00:00Z","E","ME",2022,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID3120596","Philippines","Israel"
0,"LASM","LAMPROLEPIS","SMARAGDINA",NA,"EMERALD","SKINK","LIV","6","NO","Ctry_ID","Ctry_ID","T","W","C","C","2022-06-16T00:00:00Z","2022-06-15T00:00:00Z","I","NY",2022,"Lamprolepis smaragdina","Lamprolepis smaragdina","GBIF","Species","Reptiles","Lamprolepis","Squamata","eID3170926","Indonesia","Indonesia"
